StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,age,pronouns,pronouns_4_TEXT,churched,church_type,importance,freq_prayer,importance_1,aloud_silent,rote,process_description,instruction,ACTS,ACTS_use,group_alone,problem_articulation,journal,self,friend,change,switch,plan,optimism,delegate,responsibility,conflict,connected,positive,charity,values,relief,motivated,regret,regret_explain,heart,heart_6_TEXT,others,others_6_TEXT,intervene,intervene_6_TEXT
4/8/22 13:57,4/8/22 13:57,0,69.174.157.31,3,2,0,4/15/22 13:57,R_2uWKZwJ5bq24CSA,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/15/22 14:22,4/15/22 14:30,0,98.223.106.38,100,525,1,4/15/22 14:30,R_dhDENwsrgmwi45b,,,,,40.4444,-86.9256,anonymous,EN,1,71,2,,5,You mean faith tradition? Catholic ,11,5,6,2,4,"In church, at home and when I walk. ",8,1,2,2,2,2,2,3,2,4,2,3,4,,4,10,4,4,5,4,4,,,2,,4,,4,
4/8/22 15:11,4/8/22 15:12,0,69.174.144.96,3,15,0,4/15/22 15:12,R_2xwSI8hglhXAtHp,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/8/22 15:55,4/8/22 15:56,0,173.230.58.25,8,34,0,4/15/22 15:56,R_2R54DbBm0is7tHK,,,,,,,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/8/22 15:56,4/8/22 15:56,0,208.38.248.76,3,6,0,4/15/22 15:56,R_3Pui8KZeWtH9yPy,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/8/22 15:56,4/8/22 15:57,0,69.174.156.157,8,77,0,4/15/22 15:57,R_1dstm19fmvlz2Cr,,,,,,,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/8/22 16:16,4/8/22 16:20,0,69.174.135.176,3,255,0,4/15/22 16:20,R_2bVq5xHRM1BSHpe,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/8/22 16:48,4/8/22 16:48,0,107.77.208.114,3,2,0,4/15/22 16:48,R_OGYQYXjzryB5OaB,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/15/22 16:37,4/15/22 16:48,0,47.195.247.163,100,686,1,4/15/22 16:48,R_3imsmW2o1SYlx7H,,,,,27.4067,-82.5314,anonymous,EN,1,81,1,,5,Catholic ,11,3,8,1,2,No specific time ,7,1,2,3,2,1,2,2,2,1,3,4,2,,5,10,4,1,1,2,4,,,4,,6,Don’t know ,4,
4/15/22 17:01,4/15/22 17:08,0,174.202.43.217,100,434,1,4/15/22 17:08,R_2xLD0tfrKx8nrs5,,,,,39.6766,-86.1944,anonymous,EN,1,51,2,,5,Lutheran ,11,5,6,2,4,Before I fall asleep at night,8,3,1,2,2,1,2,4,2,2,1,3,3,,2,6,2,1,4,3,2,,,2,,5,,2,
4/8/22 17:20,4/8/22 17:21,0,128.211.185.214,3,29,0,4/15/22 17:21,R_3MtHzguLGvdryyd,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/15/22 17:40,4/15/22 17:43,0,199.107.16.125,100,159,1,4/15/22 17:43,R_3KYHXrrbFyXTqmN,,,,,39.1059,-84.5047,anonymous,EN,1,27,2,,4,Episcopal,11,4,8,2,1,"Evenings typically before bed. No specific routine, usually only about 5 minutes. ",7,1,1,2,2,2,3,2,3,4,2,3,4,,2,7,3,4,4,3,3,,,4,,4,,4,
4/15/22 17:50,4/15/22 17:55,0,107.207.167.233,100,277,1,4/15/22 17:55,R_2Ponj4MxjZct0CZ,,,,,39.9714,-86.1295,anonymous,EN,1,24,1,,1,Methodist,11,7,6,1,1,"Eyes closed, hands clasped 
At night before bed, just like Junior from Veggie Tales",9,3,1,1,4,1,1,5,4,2,2,4,4,,4,10,2,2,4,5,2,,,4,,1,,1,
4/15/22 17:53,4/15/22 18:04,0,73.103.72.18,100,655,1,4/15/22 18:04,R_3m8IJZATPewhykl,,,,,40.4444,-86.9256,anonymous,EN,1,49,2,,5,Evangelical Covenant,11,7,6,2,1,"Most of my prayers are ""breath"" prayers, so to speak.  I pray continuously throughout the day.  I try to have at least one time each day of ""focused prayer,"" usually accompanied by a devotional or time of scripture reading.  This happens at various times of the day, though my goal is to do it in the morning.  ",6,1,2,2,4,2,2,4,4,4,2,2,3,,2,7,2,2,4,3,2,,,2,,4,,6,"It's hard to say because I believe it's all fluid.  I can't say I feel there are tons of ""moments"" where He directly intervenes, as much of what I'm praying about is ongoing, without an urgency to immediately intervene.  But I feel like prayer absolutely can make a difference in that way."
4/15/22 17:54,4/15/22 18:04,0,64.151.35.166,100,595,1,4/15/22 18:04,R_27wlgfLAimRM9cb,,,,,38.9592,-94.5961,anonymous,EN,1,67,2,,5,Roman Catholic,11,5,6,2,2,Daily - morning prayers for 20-30 minutes; nightly - a few minutes at bedtime; weekly Mass; occasionally more often.,7,3,1,2,2,1,2,3,2,2,2,2,2,,2,9,4,4,5,5,4,,,4,,6,don't know! I'm not God!,4,
4/8/22 18:05,4/8/22 18:31,0,69.174.156.140,24,1557,0,4/15/22 18:31,R_5tdFQmEry1gyNwJ,,,,,,,anonymous,EN,1,23,1,,5,Nondenominational,11,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/8/22 19:39,4/8/22 19:40,0,174.250.10.5,3,4,0,4/15/22 19:40,R_3Hq3luQaHdVZqXk,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/15/22 20:51,4/15/22 20:56,0,66.186.212.183,100,273,1,4/15/22 20:56,R_3nJE5wHpW5X6ApF,,,,,40.1773,-105.1009,anonymous,EN,1,36,2,,3,anglican,12,6,7,2,2,"pretty spontaneous, sometimes against my will -- I'm conflicted about my beliefs right now but can't seem to stop praying",5,1,2,2,2,2,2,2,1,2,1,2,2,,2,9,4,4,2,2,1,,,6,i used to think all the time. now i'm skeptical and inclined to say never,6,i used to think he did this. now i don't really believe that prayer is efficacious ,5,
4/8/22 20:34,4/8/22 21:30,0,107.77.209.124,3,3338,0,4/15/22 21:30,R_1rozwJn1ODIzUme,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/8/22 22:29,4/8/22 22:29,0,96.60.210.229,3,10,0,4/15/22 22:47,R_32JTpSACK33NvMl,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/8/22 22:57,4/8/22 22:57,0,174.192.73.156,3,11,0,4/16/22 0:14,R_PXS4NWqKBGyeSJj,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/15/22 23:18,4/16/22 1:21,0,199.19.147.31,100,7388,1,4/16/22 1:21,R_1jpnjk89bGmoM6K,,,,,33.9058,-118.018,anonymous,EN,1,65,1,,5,Anglican,11,7,6,2,2,"I have a list of people to pray for, which I follow 2-3 times per week, in the morning. Otherwise it is spontaneous, such as when driving.",6,1,2,2,2,2,2,2,2,2,3,4,5,,4,9,4,5,5,4,3,,,3,,4,,4,
4/9/22 2:36,4/9/22 2:39,0,64.126.41.158,3,162,0,4/16/22 2:39,R_3oWOqAVE1T5e8JT,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/16/22 5:19,4/16/22 5:27,0,174.202.67.2,100,439,1,4/16/22 5:27,R_2YsJiGGSRSTxfiD,,,,,39.7891,-85.8094,anonymous,EN,1,54,2,,5,Baptist,11,7,6,2,2,"I try to pray at least morning,  noon and night. I pray throughout the day in thanksgiving and with requests. ",6,1,4,2,4,1,1,5,3,3,4,4,4,,2,9,4,4,4,4,4,,,2,,4,,4,
4/16/22 16:23,4/16/22 16:31,0,208.38.254.12,100,455,1,4/16/22 16:31,R_3JD9VqUZeZ1lCGr,,,,,40.3228,-86.8881,anonymous,EN,1,80,2,,5,Evangelical lutheran church of america ,11,7,6,2,3,"Usually in mornings and at bedtimes with prayers as I go about my day.
",7,1,2,2,2,3,2,4,4,2,2,2,2,,2,9,4,4,4,4,4,,,4,,4,,6,
4/16/22 17:09,4/16/22 17:16,0,108.45.94.194,100,387,1,4/16/22 17:16,R_1CyBH8Ck4uSdC7s,,,,,38.8184,-77.6202,anonymous,EN,1,55,2,,5,"Protestant, the church is a part of the Evangelical Covenant denomination",11,7,6,2,2,"I don't have a specific routine. It's mostly spontaneous and ongoing. However, I do some bible reading each day in the afternoons or evenings and I'm talking with God as I read. I'm typically responding to the content and asking God questions or reflecting as part of a conversation taking place while reading. ",7,1,1,2,2,1,2,4,2,3,2,3,4,,3,9,3,3,4,3,2,,,2,,4,,2,
4/9/22 17:29,4/9/22 17:34,0,172.98.33.50,3,291,0,4/16/22 17:34,R_2PiO4q90JasYnT0,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/9/22 18:15,4/9/22 18:15,0,12.216.118.71,3,30,0,4/16/22 18:15,R_5tn2KyiJMtTcJ7H,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/9/22 21:56,4/9/22 22:00,0,199.8.23.237,81,205,0,4/16/22 22:00,R_3Jf4m7fL45pMKQJ,,,,,,,anonymous,EN,1,21,2,,5,Wesleyan,11,7,6,2,2,When waking up and going to sleep and throughout the day. Usually in my head unless asked to pray or leading a small group.,7,1,2,2,4,4,2,5,4,4,3,3,4,,3,9,4,4,,,,,,,,,,,
4/9/22 15:34,4/9/22 22:09,0,128.210.106.161,3,23725,0,4/16/22 22:09,R_2qfTPedHd42Cknp,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/16/22 17:24,4/16/22 23:46,0,174.202.73.171,100,22948,1,4/16/22 23:46,R_1eKTSOsI7QpK8GA,,,,,39.786,-86.1589,anonymous,EN,1,82,2,,5,Luthersn,11,7,6,2,2,I try to pray before getting out of bed in the morning  and before going to sleep at night.  I also pray at various times during the day.⁹,7,3,1,2,4,1,2,4,2,2,4,3,2,,2,9,4,4,3,3,2,,,4,,4,,2,
4/17/22 2:29,4/17/22 2:36,0,97.113.167.214,100,390,1,4/17/22 2:36,R_1QDZxGppUHWAuRb,,,,,47.6674,-122.3701,anonymous,EN,1,22,3,,5,Episcopal Church,11,6,6,2,3,"Spontaneous, around the house, by myself, sometimes from a BCP. I try to vary the kind of prayer I practice as I feel pulled to it. ",7,1,2,3,4,2,2,4,4,4,3,4,4,,4,10,4,4,3,4,4,,,2,,4,,4,
4/10/22 14:44,4/10/22 14:44,0,172.90.184.129,3,10,0,4/17/22 14:44,R_2CkBho0aH1IGv8a,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/18/22 13:16,4/18/22 13:21,0,107.4.30.184,100,339,1,4/18/22 13:21,R_Qh1EkwwjW4B0Bpf,,,,,43.0158,-85.6331,anonymous,EN,1,54,2,,5,Christian Reformed,11,6,7,2,3,"I pray in the morning, upon waking, and I pray later in the morning when I do my daily prayer/ Bible reading time. I often pray before bed or spontaneously throughout the day, but not always",7,1,2,2,2,1,2,4,2,3,4,3,4,,2,10,4,4,5,2,3,,,2,,4,,4,
4/18/22 17:31,4/18/22 17:39,0,73.103.13.1,100,465,1,4/18/22 17:39,R_2asKaH69SFRoFAc,,,,,40.399,-86.8575,anonymous,EN,1,68,1,,5,Evangelical Prebyterian,11,7,6,2,2,Usually each morning upon waking and each evwning prior to sleep....ut oftenduringthe day asI feel.  led.,8,1,1,2,2,2,1,1,2,4,2,2,5,,1,7,2,2,2,4,2,,,2,,4,,4,
4/18/22 21:38,4/18/22 21:45,0,24.144.185.92,100,401,1,4/18/22 21:45,R_2BzaQ6thkfGIzhJ,,,,,40.8552,-82.3143,anonymous,EN,1,51,1,,5,Catholic,11,5,6,2,3,"It all depends.  I pray in the morning, at meals, before I study, in the evening, and at random times during the day as I see and respond to people and situations.",6,1,2,2,4,1,3,3,3,3,3,2,2,,2,7,2,2,4,3,2,,,2,,4,,4,
4/19/22 0:26,4/19/22 0:34,0,98.63.117.43,100,455,1,4/19/22 0:34,R_BtYROtpQ1vkbDvr,,,,,42.2202,-88.964,anonymous,EN,1,27,2,,5,Catholic,12,3,7,2,4,I pray spontaneously and usually out loud. Most of the times it's me just saying what I am struggling with or saying how I hope things turn out for myself or others and then I by doing that I feel like I've activily acknowledged what's going on. ,6,1,2,1,2,3,2,3,3,3,2,2,2,,2,8,4,3,4,2,2,,,6,Often times I think the response comes in the form of the dreams I have and if I have a dream on a topic I've been struggling with I usually follow the dream advice and it turns out alright,3,,4,
4/12/22 1:06,4/12/22 1:07,0,76.94.251.78,3,61,0,4/19/22 1:44,R_Au1yDDtHgVKgceJ,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/12/22 2:14,4/12/22 2:14,0,76.169.115.76,3,12,0,4/19/22 2:14,R_2WHjLNo23RdG6JO,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/19/22 7:06,4/19/22 7:11,0,68.88.120.81,100,333,1,4/19/22 7:11,R_3nTNm3uMT5tWeat,,,,,35.1655,-101.8857,anonymous,EN,1,50,1,,5,Non denomination ,11,7,6,2,2,During the day as I am prompted by life. ,7,1,2,2,5,2,1,5,4,2,4,4,4,,5,10,5,5,5,4,4,,,2,,6,I have no idea. Not my issue. That’s between them and God. I pray and allow God to work. ,6,Always…but it might not be what I want. That’s why I pray for His will to be done.
4/19/22 14:48,4/19/22 14:58,0,68.96.58.69,100,633,1,4/19/22 14:58,R_3p2WYRMUsKqgcHw,,,,,33.338,-111.7435,anonymous,EN,1,76,2,,5,Nondenominational,11,5,7,2,5,"Walks in the AM, during the day when I garden or at night before bed",6,1,2,2,2,2,2,3,2,3,2,3,2,,3,9,3,3,4,3,3,,,2,,4,,3,
4/19/22 16:41,4/19/22 16:48,0,68.88.120.81,100,414,1,4/19/22 16:48,R_3GiIjLv2HyK8qMj,,,,,35.1655,-101.8857,anonymous,EN,1,51,2,,5,Christian Church,11,7,6,3,2,Mornings and throughout the day. ,6,1,2,2,5,2,1,5,4,3,4,4,4,,4,10,4,3,5,5,4,,,1,,2,,3,
4/12/22 18:01,4/12/22 18:02,0,107.122.105.87,3,5,0,4/19/22 18:02,R_27CH1QKLkMQbsps,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/19/22 22:10,4/19/22 22:18,0,98.247.54.180,100,449,1,4/19/22 22:18,R_1GPPRGRIHaJ1LsJ,,,,,47.3236,-122.3187,anonymous,EN,1,75,2,,6,Episcopal,11,7,6,4,3,I I pray spontaneously several times a day. I pray before getting out of bed in the morning and pray before going to sleep at night. I take part in a Morning Prayer service once a week.  I meet twice a month with a prayer group.,7,1,3,3,3,3,1,4,3,2,3,3,3,,3,10,4,4,5,4,4,,,2,,2,,2,
4/20/22 2:04,4/20/22 2:11,0,99.38.162.155,100,416,1,4/20/22 2:11,R_1kRNV5ePNlllKl8,,,,,39.1963,-86.5776,anonymous,EN,1,41,2,,5,Episcopal ,11,6,6,2,2,"Sometimes prayer is like meditation for me.  I will focus on one person, idea, thought of thankfulness, etc. and focus on that while speaking with God about that particular topic.  Every evening I converse with God about my day, my thanksgivings, my hopes, and my praryers for those I love and the world.  I also ask for forgiveness for my sins during these evening prayers.  ",8,3,1,2,4,2,1,4,3,3,4,3,3,,2,9,4,3,4,4,3,,,2,,6,"I haven't ever really thgought about this, so I don't feel that I can answer the que.stion honestly",2,
4/13/22 3:00,4/13/22 3:00,0,76.89.237.220,3,29,0,4/20/22 3:00,R_1JE2DNxXsUSrWgh,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/13/22 6:48,4/13/22 6:49,0,67.183.203.62,3,29,0,4/20/22 6:49,R_2ty6nFruSi3TuNc,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/14/22 0:55,4/14/22 0:55,0,162.244.50.54,3,10,0,4/21/22 0:55,R_22V2hb8yifwKCIK,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/14/22 3:07,4/14/22 3:07,0,99.38.162.155,3,13,0,4/21/22 3:07,R_2VQkaEvJzqabUjD,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/14/22 20:04,4/14/22 20:04,0,98.247.32.25,3,12,0,4/21/22 20:10,R_WxNRPb3b3Zd2qbf,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/21/22 21:40,4/21/22 21:45,0,68.50.200.69,100,271,1,4/21/22 21:45,R_3JdQa9fJJiBYt8W,,,,,40.4444,-86.9256,anonymous,EN,1,24,1,,5,Non-Denominational,11,4,7,2,1,"Usually by myself, eyes closed, and talking in my head. No usually time of day, just whenever I feel the need to.",7,3,1,1,3,4,5,4,4,3,3,4,2,,2,7,2,2,4,4,3,,,4,,4,,4,
4/21/22 22:32,4/21/22 22:39,0,208.38.232.90,100,461,1,4/21/22 22:39,R_QoEBUFBw0AVPhw5,,,,,39.9192,-85.3676,anonymous,EN,1,62,2,,5,Evangelical Presbyterian ,11,7,6,2,2,"I pray daily in the shower for specific people, during my prayer time after my quiet time, throughout the day and at 9 I pray specifically for students. ",6,1,2,2,2,2,1,5,4,2,3,4,4,,4,10,4,4,5,4,4,,,2,,6,"I think it does sometimes, but I’m usually not aware of the changes. ",4,
4/15/22 12:43,4/15/22 12:44,0,69.174.156.181,8,58,0,4/22/22 12:44,R_12zOLELUQVNuyzx,,,,,,,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/15/22 12:54,4/15/22 12:55,0,77.11.210.246,3,22,0,4/22/22 12:55,R_3KJgpBS0l0QGtq9,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/15/22 13:07,4/15/22 13:07,0,174.63.111.95,3,21,0,4/22/22 13:08,R_3GfCL4fdAYORtbh,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/15/22 14:48,4/15/22 14:48,0,172.58.63.246,3,5,0,4/22/22 14:49,R_1jNvra1ovXfIsD6,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/15/22 15:00,4/15/22 15:01,0,71.237.21.246,24,57,0,4/22/22 15:01,R_3LhbtOC5ux2LcG5,,,,,,,anonymous,EN,1,52,2,,1,N/A,11,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/15/22 19:07,4/15/22 19:15,0,201.198.177.2,97,490,0,4/22/22 19:15,R_3nSqh7K77X8ULF2,,,,,,,anonymous,EN,1,59,2,,6,Catholic ,11,6,6,3,3,As I wake I pray the rosary. After my yoga practice I pray aloud for specific intentions. As I walk I pray silently in thankfulness to God and the beauty of His Creation. I pray by writing in a journal once a week.,5,1,2,3,4,2,2,4,4,3,3,4,2,,4,9,5,5,4,4,4,,,2,,4,,4,
4/15/22 19:57,4/15/22 19:57,0,69.174.135.164,3,4,0,4/22/22 19:57,R_T89o1RTpFybQ63v,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/22/22 22:01,4/22/22 22:08,0,69.174.156.181,100,446,1,4/22/22 22:08,R_0on3SogXZls3Cxz,,,,,40.4444,-86.9256,anonymous,EN,1,60,2,,4,United Methodist,12,5,7,2,2,"My prayers are spontaneous — no schedule, except when I’m at church.",8,3,1,2,2,3,3,4,2,2,2,2,2,,2,9,4,3,4,4,2,,,6,Unsure,6,Unsure,6,Unsure
4/22/22 23:00,4/22/22 23:05,0,107.77.208.94,100,306,1,4/22/22 23:05,R_Pte68x6c81QPJWV,,,,,41.8764,-87.6133,anonymous,EN,1,60,2,,6,United Methodist ,11,7,6,3,2,I pray all day - not a specific set time set aside but frequently as praises or needs come to my mind,7,1,2,2,5,1,1,3,4,3,4,4,4,,4,9,4,2,4,3,2,,,2,,4,,2,
4/22/22 23:03,4/22/22 23:07,0,206.127.51.142,100,246,1,4/22/22 23:07,R_30vnKUdarAzISMD,,,,,40.4444,-86.9256,anonymous,EN,1,58,2,,5,Methodist,11,7,6,3,1,"When I think about someone or a situation, I raise it up to God. Mostly it looks like a conversation",7,1,4,2,4,5,1,5,4,4,3,3,2,,4,10,4,4,5,4,4,,,2,,6,No idea,2,
4/15/22 23:52,4/15/22 23:52,0,69.174.156.125,3,5,0,4/22/22 23:53,R_cMc3bTuvSwochWh,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/16/22 16:38,4/16/22 16:41,0,108.45.94.194,24,195,0,4/23/22 16:41,R_2wGDjlCqcKKsCWl,,,,,,,anonymous,EN,1,55,2,,5,Protestant,11,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/16/22 22:56,4/16/22 22:56,0,209.147.97.23,3,3,0,4/23/22 22:56,R_2QsvgTDxb8AJhuE,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/16/22 23:15,4/16/22 23:15,0,206.127.55.94,3,11,0,4/23/22 23:15,R_1EZo7fMAQvmCYWF,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/17/22 0:29,4/17/22 0:29,0,206.127.51.93,3,36,0,4/24/22 0:29,R_1DO5D9kWCRekZNN,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/17/22 3:25,4/17/22 3:25,0,172.127.136.184,3,13,0,4/24/22 3:25,R_9oBOHPELA5ARCed,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/16/22 18:37,4/17/22 4:28,0,162.157.5.211,3,35470,0,4/24/22 4:28,R_1Nn2x8AEDW3dFZL,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/18/22 1:12,4/18/22 1:12,0,67.166.1.233,3,6,0,4/25/22 1:12,R_3rwvH7zbX66JYNX,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/25/22 2:29,4/25/22 2:40,0,69.174.156.181,100,624,1,4/25/22 2:40,R_3oRAXnZDApnfiWR,,,,,40.4444,-86.9256,anonymous,EN,1,63,1,,5,united methodist,12,3,7,1,2,no pattern. when i think of something to pray about.,8,1,2,4,1,1,1,4,2,2,2,2,4,,2,7,2,2,2,2,2,,,4,,4,,4,
4/18/22 12:49,4/18/22 12:49,0,73.103.120.107,3,2,0,4/25/22 12:49,R_3FXvQOe0qXS9hug,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/25/22 15:45,4/25/22 16:16,0,108.90.207.108,100,1852,1,4/25/22 16:16,R_23UXqRyl1oTo4HV,,,,,36.7126,-121.6437,anonymous,EN,1,60,2,,5,Non-Denominational Christian ,11,7,6,3,2,"I always pray a non-memorized prayer before meals, thanking God first in the morning for the day and asking Him to bless my day in ways that glorify Him, then thanking him for the food that He has provided and then, praying for specific people or myself, husband, and family. 
I also pray many times in the early morning when I’m awake but not quite ready to rise out of bed. If I am restless at night and have trouble falling asleep, I pray that God will settle my mind and bring me peace and restful slumber. Then, I add prayers if I’m not yet drowsy. I pray occasionally when I’m driving alone and have that quiet, private time with the Lord. I like to pray while walking my senior dog. When I travel and see beautiful scenery, I thank God for the beauty He has created. Oftentimes, when driving and I see a homeless person or someone struggling in poverty, I ask God to bless that person. 
I belong to a Thursday evening Bible Study group and we always open our time together in prayer and close in prayer, too. I am trying to make a goal of making a dedicated time in the morning before starting my day to lay down my electronic devices, quiet my mind, and open my Bible to read a passage and meditate on it. ",8,2,1,2,2,1,5,3,3,2,2,3,3,,2,9,4,3,5,4,4,,,2,,2,,2,
4/19/22 2:27,4/19/22 2:40,0,68.60.243.234,97,723,0,4/26/22 2:40,R_3m9u0BPE4vp9CPQ,,,,,,,anonymous,EN,1,52,2,,6,Christian,11,5,6,2,1,Usually in the morning with Bible and devotional reading,7,1,2,2,2,2,2,4,2,4,2,4,4,,2,9,5,5,4,2,4,,,4,,4,,4,
4/19/22 3:12,4/19/22 3:12,0,72.223.50.226,3,3,0,4/26/22 3:12,R_3EEkQ3XP5mbGHYa,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/19/22 12:43,4/19/22 12:43,0,69.174.156.205,3,12,0,4/26/22 12:43,R_UYXX04klrwOQKgF,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/19/22 13:37,4/19/22 13:37,0,98.245.214.203,3,12,0,4/26/22 13:37,R_1PXJIs2qqLP6nOb,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/22/22 0:40,4/22/22 0:42,0,69.174.156.181,8,68,0,4/29/22 0:42,R_yqHE4QqvNK8VMkN,,,,,,,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
